name,delta,SE_delta,t_stat,df,pvalue,padj
PHO90,0.3076161150358532,0.18878800120140907,1.6294261980541442,2.950007450899394,0.2032432433052253,0.999940343744442
ARO9,-1.7558315559732471,1.2456580544560305,-1.409561435975305,6.640218261280815,0.20374258395544612,0.999940343744442
ATG3,0.977480700744187,0.6475221067581783,1.5095711645088807,4.090499207332927,0.20411853337344774,0.999940343744442
SET2,-0.4314104553612932,0.3024262782108636,-1.4264979151728896,5.893266955162914,0.20448432546584083,0.999940343744442
YNR025C,-0.19969936939263366,0.12914489743807026,-1.5463202445795188,3.5752652964140914,0.20519204086698473,0.999940343744442
NHP10,1.041889443577242,0.7229715865881798,1.4411208723901408,5.369963976319355,0.2052153794676976,0.999940343744442
PMT6,0.5559414107300134,0.3855570512110117,1.4419173737941884,5.31929226691453,0.20550496606930682,0.999940343744442
KAP120,1.1390585611257609,0.7848828106620781,1.4512466646644002,5.048108198908913,0.20587946298506457,0.999940343744442
WSC4,-0.2951960747052045,0.21340199929488465,-1.3832863594557732,7.3299635277172035,0.20724301290633398,0.999940343744442
NMD4,0.35900526743763006,0.24162090014494172,1.485820420428335,4.175029737549321,0.20860380942444814,0.999940343744442
MCX1,0.45424384526527906,0.31712095099153687,1.432399353763926,5.257843609957598,0.20869674907624905,0.999940343744442
ABP140,1.036656093340527,0.6500506895714154,1.5947311647711724,2.9670189433724947,0.21003446254080574,0.999940343744442
ERG5,-1.5192165294701816,1.0715181362506727,-1.4178169067544122,5.48530050998815,0.21046666134779257,0.999940343744442
YJR128W,-0.5052948185902926,0.33990410499028434,-1.4865805124793525,4.046330965490958,0.21053129594425526,0.999940343744442
NDE2,1.0539529165011747,0.7345623975050701,1.4348037962205928,5.0177746066835835,0.21061168837698496,0.999940343744442
SOD2,1.7022454579815496,1.190374112981909,1.4300088009452705,5.130743519400288,0.21067541178400942,0.999940343744442
DIN7,-0.18467995107467594,0.13576688648738014,-1.3602724187966289,7.664514506790686,0.21239724141957533,0.999940343744442
ATG32,-0.6805556368710608,0.47358646636147805,-1.4370250951208723,4.760922615825427,0.2130300144967355,0.999940343744442
YMR114C,-0.7460225588811245,0.5100437834664723,-1.4626637615516869,4.239533736453647,0.21348093124617465,0.999940343744442
WTM2,0.5586899596497421,0.41254386606485194,1.3542558879348747,7.474879609489427,0.21516740722887057,0.999940343744442
YMR099C,0.8598667111578115,0.6270909558970796,1.3711993500651536,6.559481603689246,0.2153764645145708,0.999940343744442
YNL089C,0.42157028629744087,0.29347821268312707,1.4364619521266364,4.5794189008048365,0.21550363985989876,0.999940343744442
TDA1,1.5888764739423666,1.099114047089646,1.4455974592896585,4.376991992299821,0.21588052086969478,0.999940343744442
TMH18,2.660696954180443,1.9404022926177176,1.3712089314175182,6.364493300528233,0.21669438577856054,0.999940343744442
YKL066W,-1.3373131044753244,0.9228672694858473,-1.4490849862086617,4.23537237812144,0.21707792211409896,0.999940343744442
NTG1,-0.24518956347801257,0.18035881860916927,-1.3594542555156621,6.756378086105103,0.2176275578548613,0.999940343744442
LEC1,-0.48363667451560843,0.35682287577184624,-1.3553970537047277,6.866475284119251,0.21818187296538583,0.999940343744442
PSP1,1.5922224484995047,1.0627025864387298,1.4982766286805347,3.470940193601771,0.2188878161449705,0.999940343744442
ILV1,1.4449717525034016,1.0435369366608043,1.3846867338756035,5.518994596853481,0.21952224789816607,0.999940343744442
